Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1322,90,FV,239.5,180768.6,Grvl,,IR2,Low,NoSeWa,FR2,Gtl,NPkVill,RRNn,Norm,2FmCon,2.5Unf,1,3,1958,1982,Flat,WdShngl,Plywood,HdBoard,BrkFace,69.0,Gd,Ex,Stone,TA,Gd,Av,GLQ,192.4,LwQ,954.5,268.0,21.1,OthW,Fa,Y,FuseF,1973.4,485.1,0.0,4667.5,0,2,2,1,8,0,TA,12,Maj2,1,,NA,1923.0,Unf,1,909.4,Po,NA,P,548.3,30.5,177.4,272.1,122.3,230.0,,,,12295.8,1,2007,ConLI,Normal,379512
1323,150,RH,149.2,144859.9,Grvl,,IR1,Low,AllPub,CulDSac,Gtl,Edwards,Feedr,RRNn,TwnhsE,SLvl,10,10,1994,1992,Hip,Tar&Grv,AsbShng,Plywood,BrkCmn,918.3,Fa,Gd,Slab,Ex,TA,Gd,LwQ,3865.0,ALQ,5.3,2202.4,2017.4,Grav,Gd,Y,FuseF,3573.2,2023.6,0.0,441.5,2,1,1,1,0,1,Ex,13,Sev,3,,2Types,,NA,4,373.7,Fa,Ex,P,159.0,383.6,102.5,457.5,205.4,297.0,,,,9919.4,4,2010,ConLD,Alloca,389476
1324,60,RM,199.3,150424.8,Pave,,Reg,Lvl,NoSeWa,FR2,Gtl,MeadowV,Artery,Norm,2FmCon,1Story,1,1,1953,1975,Hip,WdShake,Plywood,Stone,BrkFace,1365.6,Fa,Po,Wood,Fa,TA,Av,Unf,4728.2,Unf,373.9,679.6,2312.5,Grav,Fa,Y,FuseA,2322.5,750.0,0.0,3215.3,0,0,0,2,2,1,Ex,12,Maj1,1,,CarPort,1976.0,NA,4,790.4,Fa,Po,Y,745.2,200.1,218.5,371.4,74.6,444.0,,GdWo,,11076.7,12,2007,Oth,AdjLand,346495
1325,50,RH,67.8,78958.4,Pave,,IR2,Lvl,AllPub,FR2,Mod,NridgHt,RRAn,RRNn,2FmCon,1.5Fin,4,7,1929,2004,Gable,Tar&Grv,AsbShng,Other,None,637.0,TA,TA,Wood,Ex,Fa,Av,,3994.3,Unf,728.0,2156.1,5774.7,Floor,Gd,N,FuseF,458.7,349.1,0.0,5146.5,0,1,1,2,3,1,Fa,13,Typ,1,Gd,BuiltIn,1954.0,RFn,4,91.0,Gd,,Y,646.8,199.3,68.5,335.5,470.3,104.0,,GdWo,,1433.4,5,2010,ConLD,Abnorml,517451
1326,80,RM,217.7,189417.5,Pave,,IR3,Low,AllPub,CulDSac,Gtl,Mitchel,PosA,Artery,Duplex,1.5Fin,2,1,1938,1999,Shed,Metal,Plywood,Plywood,BrkFace,483.8,Gd,Po,PConc,TA,Gd,,Unf,2290.8,Unf,911.9,761.2,1259.1,Grav,Ex,N,FuseF,4342.8,1031.5,0.0,1296.8,3,1,2,2,0,0,Fa,8,Sev,3,,Detchd,1948.0,Fin,4,823.6,TA,Gd,N,228.7,351.5,259.6,450.5,106.7,637.0,,,,430.4,5,2008,COD,Alloca,268196
1327,20,RH,73.3,156489.6,Pave,,Reg,Lvl,NoSeWa,Corner,Gtl,Gilbert,RRAn,RRNn,TwnhsE,2.5Fin,7,9,1993,1997,Shed,WdShngl,Stone,BrkComm,BrkFace,1273.1,Gd,Po,BrkTil,Ex,TA,,ALQ,175.7,NA,96.7,1826.4,2335.4,GasA,Fa,Y,FuseP,2211.2,1497.7,0.0,2205.8,3,2,0,2,5,2,Gd,6,Min2,0,TA,Detchd,1976.0,RFn,2,552.5,Gd,Ex,P,690.0,443.2,372.9,461.4,325.4,298.0,,,,15027.9,11,2008,ConLw,AdjLand,365517
1328,50,RL,223.6,25388.2,Grvl,,IR1,Lvl,AllPub,Corner,Gtl,SWISU,PosN,Norm,TwnhsE,1.5Unf,2,1,1958,1978,Hip,CompShg,BrkFace,VinylSd,None,537.3,TA,Po,CBlock,TA,Gd,Av,NA,5460.0,LwQ,1039.3,575.1,153.7,OthW,Po,Y,FuseF,1220.8,172.0,0.0,2091.2,0,2,3,1,3,3,Fa,13,Min2,2,Po,,1994.0,NA,4,139.5,Ex,Po,Y,751.7,150.3,203.6,195.5,218.0,67.0,,NA,,6619.0,1,2009,New,Family,284462
1329,60,RL,88.0,88542.1,Pave,,Reg,HLS,NoSeWa,CulDSac,Mod,SawyerW,RRNn,Feedr,1Fam,SFoyer,10,5,2002,1976,Gambrel,WdShake,BrkFace,Stone,Stone,5.1,Gd,Gd,Slab,Ex,TA,No,GLQ,5566.9,BLQ,801.2,1564.6,4665.2,GasW,Gd,N,FuseA,2755.6,1309.8,0.0,2223.3,1,2,1,2,3,1,Gd,9,Maj1,1,,Basment,1958.0,Fin,3,436.0,TA,Fa,N,598.4,385.8,95.8,471.3,266.5,537.0,,,,6122.1,12,2007,WD,Abnorml,542741
1330,50,RL,55.3,190936.6,Grvl,,IR2,Bnk,NoSeWa,Inside,Mod,NridgHt,PosA,Norm,TwnhsE,1.5Fin,2,7,1926,1967,Mansard,CompShg,VinylSd,Other,Stone,1535.3,Fa,TA,Slab,Ex,Po,NA,NA,3100.6,ALQ,775.0,756.2,5591.5,Wall,Ex,Y,SBrkr,1288.0,1771.9,0.0,556.3,1,0,2,2,0,3,Gd,11,Min1,2,TA,NA,1982.0,RFn,4,1273.5,Fa,Gd,N,86.0,347.8,250.2,27.8,447.7,672.0,,,,542.7,11,2008,ConLD,Alloca,298484
1331,60,RL,69.3,11397.5,Pave,,IR2,HLS,NoSeWa,FR2,Sev,Sawyer,PosA,Artery,TwnhsE,1.5Fin,5,3,1960,1989,Shed,WdShake,Plywood,WdShing,None,947.4,TA,Gd,CBlock,Gd,TA,Av,Unf,398.9,Unf,430.5,1189.4,1453.1,GasA,Fa,N,FuseA,1231.8,540.6,0.0,1815.0,3,0,0,2,4,0,Fa,7,Mod,3,Ex,,1992.0,,1,831.0,Po,Ex,P,843.5,283.0,420.9,387.4,255.1,619.0,,,,1843.1,6,2006,Con,Abnorml,312205
1332,60,RL,21.6,206990.3,Grvl,,Reg,HLS,NoSeWa,Inside,Mod,MeadowV,PosA,Feedr,1Fam,2.5Unf,4,9,1929,2009,Gambrel,ClyTile,BrkComm,BrkComm,BrkCmn,1311.2,Ex,Ex,PConc,Gd,TA,Gd,GLQ,3053.2,BLQ,876.8,1574.0,2621.2,GasA,Ex,Y,FuseA,2712.3,1431.3,0.0,1899.1,2,0,0,0,8,3,Gd,13,Maj1,1,,BuiltIn,1921.0,NA,0,1280.8,Ex,TA,Y,65.1,329.5,42.3,171.0,146.5,595.0,,,,14577.3,3,2006,ConLD,Family,314142
1333,70,RL,,146603.4,Grvl,,IR3,Lvl,NoSeWa,FR3,Sev,NWAmes,RRAe,Norm,2FmCon,1Story,8,8,1934,1959,Shed,CompShg,MetalSd,CBlock,BrkCmn,1320.5,Fa,Gd,CBlock,Gd,Po,,NA,5036.4,BLQ,40.5,1375.6,746.1,Wall,Ex,N,SBrkr,2038.2,825.8,0.0,4930.0,1,2,1,2,5,0,TA,7,Typ,3,,Basment,,Fin,1,582.5,Gd,TA,Y,560.9,9.9,39.2,247.6,106.0,40.0,,,,10770.1,4,2009,ConLI,Family,514032
1334,190,RM,234.9,136379.7,Grvl,,Reg,Bnk,NoSeWa,Inside,Sev,NAmes,PosA,Feedr,2FmCon,2.5Fin,4,3,1962,2007,Gambrel,CompShg,WdShing,Stucco,BrkFace,106.3,Gd,Po,Stone,TA,,Gd,Rec,3837.8,NA,95.4,1346.2,2791.3,GasA,Fa,N,FuseP,2831.1,855.2,0.0,2203.0,0,1,1,0,7,2,TA,14,Sev,1,,Detchd,1984.0,RFn,0,1388.1,Gd,Gd,Y,94.7,2.2,175.6,424.6,428.2,199.0,,,,6342.8,5,2008,Con,Normal,363791
1335,45,FV,171.4,59184.8,Grvl,,Reg,HLS,NoSeWa,FR2,Gtl,Gilbert,Feedr,Artery,Twnhs,1.5Unf,6,5,1923,1991,Gable,Membran,WdShing,Plywood,BrkCmn,273.4,TA,Fa,BrkTil,NA,Fa,Mn,Rec,4063.6,Rec,1081.7,153.4,814.7,Grav,Fa,Y,Mix,4678.2,579.9,0.0,2707.8,3,1,0,2,3,1,Fa,8,Min2,0,Po,BuiltIn,1960.0,Fin,2,510.5,NA,TA,P,775.9,301.1,229.1,323.6,473.6,547.0,,,,14019.5,12,2010,VWD,Partial,347875
1336,160,RH,68.1,54527.8,Grvl,,Reg,HLS,NoSeWa,Corner,Sev,Somerst,RRAe,RRNn,2FmCon,1.5Unf,5,7,1997,1954,Hip,Roll,AsphShn,Plywood,BrkCmn,497.8,Ex,Fa,Wood,NA,TA,Gd,GLQ,479.6,Unf,474.5,581.8,3197.7,GasA,Gd,Y,Mix,4077.6,1289.4,0.0,2355.0,3,1,0,2,8,0,Gd,9,Sal,1,NA,Attchd,1979.0,,0,1073.1,Ex,Ex,N,299.9,286.7,119.5,232.4,120.9,374.0,,,,9143.3,4,2006,WD,Alloca,423993
1337,90,RL,,202848.6,Grvl,,Reg,HLS,NoSeWa,FR2,Gtl,BrkSide,Artery,RRNn,TwnhsE,1Story,2,4,1895,1959,Gable,Tar&Grv,Stucco,VinylSd,None,513.1,TA,Gd,CBlock,NA,Po,Av,Rec,601.2,GLQ,511.4,1335.8,4488.5,OthW,Po,N,FuseA,367.4,745.5,0.0,974.5,0,2,2,0,6,3,Fa,13,Maj1,1,Po,Attchd,1929.0,RFn,3,433.1,TA,Ex,Y,438.4,39.0,14.9,83.3,346.5,405.0,,,,11570.3,4,2008,CWD,Abnorml,272503
1338,160,RM,26.6,65113.9,Pave,,Reg,HLS,NoSeWa,FR2,Mod,Edwards,RRAn,PosN,Twnhs,SFoyer,8,5,1943,1999,Shed,WdShake,HdBoard,Plywood,None,1054.1,Fa,Po,PConc,NA,Fa,Av,BLQ,718.8,LwQ,307.2,42.8,3380.9,OthW,Ex,Y,FuseP,554.3,1715.8,0.0,5590.8,2,2,3,2,6,0,TA,14,Min2,1,,CarPort,1968.0,Fin,4,150.3,Ex,NA,P,153.2,269.1,121.2,477.1,242.8,233.0,,,,6689.8,10,2010,COD,AdjLand,597589
1339,160,RM,,167215.5,Grvl,,IR3,Bnk,AllPub,FR2,Mod,OldTown,PosA,Feedr,Twnhs,1.5Unf,2,3,1880,1970,Mansard,Membran,AsbShng,Stone,BrkFace,997.0,Fa,Po,Stone,TA,Fa,Gd,BLQ,5104.3,,656.8,585.5,1498.3,Floor,Fa,Y,FuseP,2992.7,1988.4,0.0,4717.5,0,0,3,0,7,0,Gd,3,Maj1,3,Ex,,2004.0,Fin,1,1181.3,TA,Ex,Y,468.4,414.4,240.3,168.9,335.3,507.0,,,,6688.7,1,2007,ConLw,Normal,435847
1340,160,RM,281.1,85406.4,Grvl,,IR1,Lvl,NoSeWa,Inside,Sev,NAmes,RRAe,Artery,2FmCon,1Story,9,9,1981,1973,Gable,WdShngl,Wd Sdng,AsbShng,BrkCmn,791.3,TA,Fa,Wood,Gd,Gd,Gd,LwQ,2967.9,NA,76.6,535.4,2161.7,Floor,Ex,N,FuseP,3063.2,1931.0,0.0,3205.2,2,2,2,2,1,2,Fa,8,Min2,0,,Detchd,1959.0,Unf,0,1081.3,Ex,NA,Y,804.6,296.0,43.8,51.4,462.8,241.0,,,,1059.4,2,2008,COD,Partial,485425
1341,180,FV,91.5,31092.7,Pave,,IR1,Low,NoSeWa,Corner,Gtl,StoneBr,PosN,Norm,Twnhs,SLvl,9,10,1965,1987,Shed,CompShg,Plywood,BrkComm,BrkFace,338.0,TA,TA,Stone,Gd,Po,No,LwQ,4467.6,NA,442.7,583.7,3901.7,GasW,Gd,N,FuseP,4161.2,336.9,0.0,2862.5,3,1,0,2,5,1,Ex,10,Sal,3,Gd,Basment,2004.0,Fin,1,1163.7,NA,Po,P,772.7,283.1,395.2,286.6,132.5,338.0,,,,11376.6,2,2007,Con,AdjLand,481996
1342,75,RH,124.4,3592.5,Grvl,Pave,IR2,Lvl,AllPub,Corner,Sev,BrDale,RRNe,Norm,1Fam,SFoyer,3,9,1988,1952,Gambrel,Tar&Grv,MetalSd,ImStucc,None,611.2,Gd,TA,PConc,Gd,NA,NA,Unf,650.7,Unf,777.0,1251.2,3603.4,OthW,Gd,Y,FuseA,3075.4,29.3,0.0,3780.2,2,0,1,0,6,0,Gd,14,Min1,2,,Detchd,1905.0,RFn,4,425.0,NA,TA,Y,54.8,392.7,304.8,206.4,355.2,19.0,,,,1536.3,2,2006,ConLw,Normal,467520
1343,70,FV,51.8,117741.1,Pave,,IR3,Low,NoSeWa,Inside,Sev,Edwards,RRNn,PosN,Twnhs,2.5Fin,4,7,1954,1989,Gable,Metal,BrkFace,WdShing,BrkCmn,869.8,Fa,Po,BrkTil,TA,Po,Gd,Unf,5235.6,BLQ,686.3,1359.5,835.7,Wall,Gd,N,FuseF,1326.4,905.4,0.0,2066.7,0,0,1,1,2,0,TA,2,Sal,0,,BuiltIn,1984.0,Unf,2,997.8,Ex,Po,Y,324.2,94.0,239.8,300.0,210.2,663.0,,,,11846.1,10,2007,Oth,Alloca,278247
1344,80,C,85.9,210063.0,Grvl,,Reg,HLS,NoSeWa,Inside,Mod,NoRidge,PosA,Norm,Duplex,SLvl,8,10,1951,1980,Hip,WdShake,Stone,Stone,BrkFace,748.8,Ex,Ex,Slab,Ex,Po,,LwQ,4634.5,Unf,1473.5,2123.4,5162.6,Wall,Po,Y,Mix,2375.8,1505.1,0.0,600.9,3,2,0,0,7,3,Ex,14,Typ,1,NA,CarPort,2005.0,RFn,4,311.9,Fa,TA,N,229.2,250.2,286.3,118.6,313.2,170.0,,,,2958.3,1,2006,New,AdjLand,334369
1345,70,RM,172.6,80274.8,Grvl,,IR3,Low,NoSeWa,Inside,Sev,ClearCr,PosN,Artery,1Fam,1Story,9,2,1971,1990,Gable,WdShake,Stone,CemntBd,BrkFace,203.7,TA,Ex,Stone,Fa,Fa,Av,Unf,1268.6,Rec,573.0,901.8,2903.4,OthW,TA,N,Mix,3859.6,2018.4,0.0,2480.1,1,0,2,1,0,0,TA,13,Maj1,1,Ex,NA,1910.0,RFn,2,16.0,TA,NA,P,412.5,81.0,362.0,192.4,195.2,215.0,,,,3834.2,10,2009,COD,Abnorml,426878
1346,40,C,198.5,77719.5,Grvl,,IR1,Bnk,NoSeWa,FR3,Gtl,Edwards,PosN,Artery,TwnhsE,2.5Fin,3,7,1911,1986,Hip,ClyTile,CBlock,WdShing,Stone,1039.2,Ex,Ex,Wood,TA,Po,Gd,ALQ,4933.9,GLQ,570.4,2164.5,992.1,Grav,TA,Y,SBrkr,4355.7,1617.8,0.0,5557.0,3,0,0,0,0,0,TA,2,Min2,1,TA,Detchd,1923.0,Fin,1,1228.7,,TA,Y,714.5,286.5,549.1,494.0,340.0,15.0,,,,14227.3,8,2009,VWD,Family,462735
1347,40,RL,,74916.7,Pave,,Reg,Bnk,AllPub,FR3,Mod,NWAmes,RRAn,RRNn,2FmCon,1Story,5,7,1974,2010,Gambrel,WdShngl,CBlock,BrkFace,Stone,116.9,TA,Ex,PConc,Ex,Po,No,BLQ,1486.9,ALQ,742.3,1523.0,750.5,OthW,TA,Y,FuseA,1366.5,1198.8,0.0,1301.9,0,2,1,1,2,1,Fa,8,Maj1,2,,NA,1991.0,Fin,2,742.4,Gd,TA,N,633.2,323.8,427.9,475.8,162.0,282.0,,MnPrv,,7309.3,1,2006,Oth,Normal,313868
1348,180,RL,37.9,112667.8,Grvl,,IR3,HLS,AllPub,FR2,Mod,SawyerW,PosA,Feedr,2FmCon,SFoyer,8,5,1933,1951,Hip,CompShg,CBlock,VinylSd,BrkCmn,605.1,Fa,Ex,Wood,Gd,Fa,No,ALQ,1158.9,BLQ,280.5,2132.0,5899.5,Grav,Po,Y,Mix,2685.6,54.4,0.0,3135.1,0,0,0,2,5,1,TA,14,Typ,2,TA,Detchd,,RFn,2,1394.8,Gd,Fa,Y,294.8,66.6,298.3,439.1,234.4,300.0,,,,1941.3,8,2010,New,Normal,562526
1349,75,FV,135.2,95578.0,Grvl,,IR2,Bnk,NoSeWa,FR3,Sev,BrDale,Feedr,Feedr,Duplex,1.5Unf,3,9,1940,1951,Hip,Tar&Grv,WdShing,MetalSd,BrkCmn,1136.0,TA,Fa,Wood,Gd,Fa,NA,BLQ,1491.4,Unf,1291.7,1947.0,1720.2,Floor,Po,N,FuseA,1026.6,1704.7,0.0,379.2,3,1,0,1,6,3,Ex,6,Maj1,1,,Attchd,2002.0,NA,2,546.0,NA,Po,Y,327.9,41.3,425.3,395.8,340.2,164.0,,,,14028.8,1,2009,Con,Alloca,211042
1350,50,RH,89.4,189553.3,Pave,,IR1,HLS,NoSeWa,Inside,Sev,NAmes,RRNe,Norm,2FmCon,1.5Fin,7,3,1980,1988,Shed,ClyTile,MetalSd,Stucco,None,32.0,Gd,Po,Stone,NA,Gd,Av,Unf,5135.8,Rec,843.5,1606.2,5551.5,Wall,Ex,N,FuseA,2499.9,365.8,0.0,981.7,3,2,2,2,1,0,Fa,2,Sev,1,Ex,2Types,2009.0,Fin,2,1356.8,TA,Gd,N,560.7,91.2,262.3,79.5,20.5,690.0,,,,7012.2,10,2010,ConLD,Normal,439129
1351,45,C,85.1,109453.6,Grvl,,Reg,Low,NoSeWa,Inside,Sev,CollgCr,RRNn,Feedr,TwnhsE,2Story,8,4,1875,1998,Hip,CompShg,CemntBd,MetalSd,None,912.0,Ex,Gd,Wood,NA,Gd,NA,GLQ,5167.6,Unf,283.2,831.9,2508.7,OthW,Ex,N,FuseP,726.7,114.8,0.0,3450.8,3,1,3,0,5,0,Fa,14,Mod,2,Gd,Basment,2003.0,RFn,2,872.2,Ex,Po,Y,166.5,320.7,171.6,237.2,157.5,257.0,,,,2023.5,3,2010,VWD,Partial,471223
1352,75,RH,301.3,109932.3,Grvl,,Reg,Lvl,NoSeWa,Inside,Gtl,NridgHt,RRAn,PosN,Twnhs,2Story,10,1,1943,1991,Shed,Tar&Grv,CBlock,BrkComm,None,535.2,TA,Fa,Slab,Ex,Po,NA,NA,1856.9,Unf,1169.5,563.2,2358.0,Floor,Gd,N,SBrkr,4438.1,1756.0,0.0,1912.7,2,1,1,1,4,0,Gd,2,Min2,3,,CarPort,1950.0,Fin,0,726.3,TA,NA,N,88.0,103.7,144.6,369.8,262.2,587.0,,,,6057.8,9,2010,ConLI,Abnorml,415314
1353,180,FV,201.0,30903.9,Grvl,,Reg,Lvl,AllPub,Corner,Sev,Timber,PosN,Feedr,2FmCon,1Story,3,6,1888,1993,Hip,WdShngl,BrkComm,AsbShng,Stone,14.1,Fa,Fa,Wood,Fa,Po,NA,ALQ,3981.5,Unf,50.6,519.5,4282.7,GasW,Po,Y,FuseA,3114.7,1169.3,0.0,5141.4,1,1,1,2,5,2,Ex,3,Typ,0,,Detchd,,RFn,2,429.4,Ex,TA,N,207.9,150.6,220.5,133.0,35.6,616.0,,,,9134.6,8,2008,New,Family,487264
1354,60,RL,183.6,211552.2,Pave,,Reg,Low,NoSeWa,Corner,Gtl,Somerst,RRNn,Norm,TwnhsE,SLvl,2,4,1985,1983,Mansard,CompShg,BrkComm,Other,BrkFace,304.6,TA,Po,PConc,Ex,TA,Av,LwQ,3813.9,Unf,1448.3,2224.3,60.4,Wall,TA,Y,Mix,4056.7,265.5,0.0,2489.9,2,1,0,0,0,2,Ex,12,Maj2,0,,Attchd,1918.0,Fin,2,1170.2,Fa,Gd,N,106.3,384.3,1.3,16.8,337.5,352.0,,,,5616.3,2,2008,New,Alloca,299574
1355,30,RH,142.4,54780.5,Grvl,,Reg,Lvl,NoSeWa,FR3,Sev,Veenker,PosN,Feedr,1Fam,SFoyer,10,1,1956,1991,Flat,Metal,BrkFace,WdShing,None,1505.5,Ex,TA,Stone,Ex,NA,Gd,BLQ,4552.2,Rec,1275.2,2239.2,2065.7,GasW,TA,N,Mix,4684.6,798.2,0.0,1438.2,0,0,1,1,6,3,TA,11,Min1,2,TA,2Types,1949.0,Unf,4,1175.2,Po,Gd,Y,301.7,135.8,97.7,212.4,390.4,86.0,,MnPrv,,14327.1,4,2010,ConLD,Partial,420942
1356,45,RH,,16995.9,Grvl,,Reg,HLS,AllPub,CulDSac,Sev,Crawfor,PosN,Artery,TwnhsE,1.5Fin,7,2,1928,1969,Shed,ClyTile,Stucco,Wd Sdng,Stone,833.8,Fa,Fa,PConc,Fa,TA,NA,Unf,1673.5,Rec,854.4,1693.2,1849.2,Wall,Ex,Y,SBrkr,1130.1,176.6,0.0,3230.0,3,0,1,2,7,2,Fa,10,Sal,2,,Attchd,1980.0,NA,4,591.2,Gd,Gd,P,803.5,217.4,69.8,216.0,78.4,525.0,,,,4180.1,8,2006,ConLI,Alloca,479056
1357,120,RL,,143176.8,Grvl,,IR3,Low,AllPub,CulDSac,Mod,Veenker,Norm,Artery,Duplex,2.5Unf,9,3,1978,1982,Mansard,WdShngl,Stone,Wd Sdng,None,1595.6,TA,Fa,Wood,Ex,TA,Mn,LwQ,2879.2,ALQ,164.0,2064.5,5304.1,GasA,Gd,N,FuseA,3359.1,1317.5,0.0,4553.7,2,2,3,1,6,3,Ex,13,Mod,3,Fa,Detchd,1902.0,,4,1031.3,NA,Fa,P,103.1,508.1,530.1,33.1,352.1,8.0,,,,2725.3,12,2009,ConLw,Alloca,639630
1358,90,C,224.4,128675.7,Grvl,,IR2,HLS,AllPub,Inside,Mod,Gilbert,PosN,RRNn,TwnhsE,1Story,1,9,1919,1953,Gable,WdShngl,HdBoard,ImStucc,Stone,839.7,Gd,Gd,PConc,Ex,Po,Av,Rec,3768.4,GLQ,317.3,2146.8,3232.9,Floor,Gd,Y,FuseP,4199.5,583.2,0.0,437.1,2,2,1,1,8,0,Ex,13,Sal,1,,Basment,1902.0,Fin,2,634.2,TA,Ex,Y,701.3,451.3,35.8,162.9,310.2,462.0,,,,3424.7,9,2007,Con,Abnorml,207181
1359,45,RL,226.0,90118.3,Pave,,IR3,Lvl,NoSeWa,Corner,Gtl,SWISU,RRAn,RRNn,2FmCon,2.5Fin,3,8,1988,1994,Mansard,WdShake,HdBoard,Stucco,Stone,870.3,Gd,Ex,Slab,TA,,No,BLQ,148.2,LwQ,411.9,1195.0,2227.5,GasA,Fa,N,SBrkr,2843.9,1788.5,0.0,3017.3,0,1,1,2,0,2,TA,4,Sal,2,,2Types,2002.0,Unf,4,1048.8,Gd,TA,N,458.2,139.7,276.5,466.0,197.2,535.0,,,,1298.1,7,2008,ConLw,Normal,346094
1360,180,RH,71.1,91625.9,Grvl,,IR3,HLS,NoSeWa,FR2,Sev,SWISU,RRAe,RRNn,Twnhs,SLvl,5,7,1902,1993,Mansard,Tar&Grv,MetalSd,Stucco,BrkCmn,626.9,Gd,Fa,PConc,Fa,Fa,No,Unf,2126.3,LwQ,355.3,1469.5,1625.7,GasA,Po,Y,FuseA,3121.8,738.8,0.0,4439.3,2,1,2,2,8,1,Gd,10,Sal,3,NA,Detchd,1991.0,RFn,0,1409.8,Ex,TA,P,542.4,326.9,507.7,127.2,79.2,623.0,,,Othr,7010.6,1,2008,ConLI,Alloca,452956
1361,60,C,167.0,169260.5,Grvl,,Reg,Bnk,AllPub,FR3,Gtl,SawyerW,Norm,RRNn,TwnhsE,1Story,3,4,1983,1960,Hip,ClyTile,AsphShn,MetalSd,BrkFace,496.1,Fa,Ex,Wood,Gd,,Av,Unf,3927.6,BLQ,733.3,978.2,3608.0,GasW,TA,N,SBrkr,2110.6,1021.4,0.0,883.8,0,2,2,0,2,2,Ex,7,Maj1,2,,BuiltIn,1930.0,NA,1,372.2,Gd,Po,N,145.8,364.2,335.4,289.1,458.3,296.0,,,,13614.2,8,2007,WD,AdjLand,262583
1362,60,C,141.3,43171.7,Pave,,Reg,Lvl,NoSeWa,Corner,Mod,Blmngtn,Artery,Feedr,Duplex,2.5Unf,1,1,1918,2010,Gable,Membran,AsbShng,CemntBd,Stone,402.5,TA,Po,BrkTil,NA,Fa,No,BLQ,1425.6,GLQ,1392.3,977.6,926.7,Grav,TA,N,FuseP,3274.6,131.2,0.0,5126.1,2,2,2,2,1,0,TA,14,Maj2,1,Gd,CarPort,2005.0,NA,4,899.1,,Gd,P,129.7,492.4,273.4,247.8,222.7,216.0,,,,4732.8,12,2010,ConLI,Abnorml,425470
1363,20,RL,,176789.1,Grvl,,IR3,Bnk,NoSeWa,Inside,Mod,StoneBr,RRAn,Norm,1Fam,2Story,7,8,2005,1991,Gable,CompShg,VinylSd,ImStucc,BrkFace,549.5,Fa,Fa,Stone,Gd,Po,Av,LwQ,5405.3,BLQ,654.7,89.8,1504.3,Wall,Ex,Y,FuseF,2057.9,569.1,0.0,1738.1,1,2,2,2,5,1,Gd,11,Maj1,2,,CarPort,1946.0,,4,538.7,TA,Fa,Y,139.5,299.5,410.1,438.0,88.1,227.0,,GdPrv,,4004.2,1,2007,Con,Abnorml,464489
1364,160,RH,205.4,140096.2,Pave,,IR1,Bnk,AllPub,Inside,Mod,NPkVill,PosA,Feedr,Duplex,1Story,7,4,1979,1996,Gambrel,Tar&Grv,VinylSd,VinylSd,None,735.8,Gd,Gd,CBlock,Gd,Fa,Gd,NA,170.2,LwQ,975.1,1013.4,1794.0,GasA,Ex,Y,FuseF,2411.1,1397.5,0.0,1239.6,0,2,2,1,4,3,Gd,7,Mod,1,,Detchd,,Unf,0,777.6,NA,Gd,P,571.7,307.0,195.1,332.0,344.7,31.0,,,,12979.5,9,2010,Oth,AdjLand,347420
1365,75,FV,176.5,90936.5,Pave,,Reg,Low,AllPub,CulDSac,Mod,NWAmes,Artery,Norm,1Fam,SLvl,10,3,1943,1954,Hip,WdShngl,HdBoard,VinylSd,BrkCmn,307.2,Fa,Gd,BrkTil,NA,Gd,Av,LwQ,5407.4,ALQ,1015.0,1573.3,3714.3,GasW,Po,N,FuseF,782.5,1520.4,0.0,3461.8,1,1,3,2,3,0,Gd,8,Sev,3,Fa,Attchd,1916.0,Unf,3,1239.5,NA,Po,Y,640.9,486.0,106.9,80.5,291.8,430.0,,,,4742.9,8,2008,ConLI,Abnorml,580527
1366,60,RH,54.7,99292.9,Pave,,Reg,Low,NoSeWa,Inside,Gtl,NPkVill,PosN,Norm,TwnhsE,2Story,8,9,1942,1974,Mansard,CompShg,Wd Sdng,ImStucc,BrkCmn,359.8,TA,Po,BrkTil,NA,NA,Gd,LwQ,1223.4,Unf,1284.7,985.8,2280.6,Wall,Ex,Y,FuseP,368.0,501.4,0.0,1263.1,2,2,1,1,3,1,Gd,11,Min1,0,,Detchd,1998.0,Unf,3,492.9,Po,Ex,N,788.6,29.7,467.7,72.6,391.8,169.0,,,,7391.8,4,2007,ConLw,Alloca,424692
